unbroke	kingrichardii@2925
wisdom	tamingoftheshrew@4064, kingrichardiii@3328, kingrichardiii@1398, kingjohn@1113, sonnets@192, loveslabourslost@4076, loveslabourslost@2967, loveslabourslost@2968, loveslabourslost@2575, kinghenryviii@2037, kinghenryviii@4600, kinghenryviii@1611, kinghenryviii@4153, kinghenryviii@4337, kinghenryviii@877, antonyandcleopatra@1500, antonyandcleopatra@5609, winterstale@2740, winterstale@884, juliuscaesar@2239, juliuscaesar@2046, juliuscaesar@1494, hamlet@4669, hamlet@1509, hamlet@800, hamlet@4191, hamlet@2728, hamlet@3210, 3kinghenryvi@2599, 3kinghenryvi@3651, troilusandcressida@2109, troilusandcressida@986, troilusandcressida@1577, troilusandcressida@1896, romeoandjuliet@743, romeoandjuliet@3462, romeoandjuliet@3531, romeoandjuliet@3328, merchantofvenice@1762, merchantofvenice@3299, merchantofvenice@193, 1kinghenryiv@3661, 1kinghenryiv@3207, 1kinghenryiv@333, timonofathens@2146, allswellthatendswell@398, allswellthatendswell@204, allswellthatendswell@1943, allswellthatendswell@1122, allswellthatendswell@3055, asyoulikeit@402, comedyoferrors@1139, titusandronicus@552, 2kinghenryiv@405, 2kinghenryiv@1514, periclesprinceoftyre@480, periclesprinceoftyre@312, periclesprinceoftyre@546, periclesprinceoftyre@1480, glossary@2376, 2kinghenryvi@4724, 2kinghenryvi@187, cymbeline@206, twelfthnight@2016, twelfthnight@3123, twelfthnight@553, coriolanus@2813, coriolanus@2302, kinghenryv@2266, othello@1321, othello@2533, othello@2228, othello@2528, measureforemeasure@3388, measureforemeasure@3285, measureforemeasure@765, measureforemeasure@3304, measureforemeasure@2543, measureforemeasure@1686, muchadoaboutnothing@3158, muchadoaboutnothing@1512, kinglear@682, kinglear@1399, kinglear@2534, kinglear@1207, kinglear@675, kinglear@4105, kinglear@5194, kinglear@1021, kinglear@4003, macbeth@2657, macbeth@2666, macbeth@2260, macbeth@2970, macbeth@2833, macbeth@2344, macbeth@1655
wisdoms	kingrichardiii@3354, hamlet@388, troilusandcressida@1582, 2kinghenryvi@2164, muchadoaboutnothing@2799, muchadoaboutnothing@3481, kinghenryv@4343, coriolanus@383
wise	coriolanus@3844, coriolanus@306, hamlet@2669, hamlet@3790, macbeth@1396, macbeth@2671, 3kinghenryvi@2051, 3kinghenryvi@3433, 3kinghenryvi@4147, 3kinghenryvi@2600, 3kinghenryvi@3601, sonnets@2381, sonnets@1221, venusandadonis@1007, venusandadonis@1366, tamingoftheshrew@2076, tamingoftheshrew@1678, midsummersnightsdream@1665, midsummersnightsdream@1346, kingrichardii@3778, kingrichardii@985, kingrichardii@2135, kingrichardii@809, titusandronicus@626, titusandronicus@2832, kinghenryviii@3521, kinghenryviii@3780, kinghenryviii@4310, kinghenryviii@868, kinghenryviii@1986, rapeoflucrece@1845, rapeoflucrece@1366, loveslabourslost@2975, loveslabourslost@1379, loveslabourslost@3473, loveslabourslost@731, loveslabourslost@2173, loveslabourslost@844, loveslabourslost@3479, loveslabourslost@2953, loveslabourslost@961, juliuscaesar@2515, juliuscaesar@1984, juliuscaesar@1293, juliuscaesar@1971, antonyandcleopatra@5816, antonyandcleopatra@1037, antonyandcleopatra@3765, kingrichardiii@2170, kingrichardiii@3729, kingrichardiii@248, kingrichardiii@2451, kingrichardiii@729, comedyoferrors@1939, allswellthatendswell@1491, allswellthatendswell@1586, romeoandjuliet@1147, romeoandjuliet@3532, romeoandjuliet@450, romeoandjuliet@1259, romeoandjuliet@2856, timonofathens@3354, timonofathens@1316, timonofathens@1565, timonofathens@1581, timonofathens@1255, merchantofvenice@597, merchantofvenice@1423, merchantofvenice@923, merchantofvenice@1426, merchantofvenice@197, merchantofvenice@1549, merchantofvenice@3069, merchantofvenice@3030, merchantofvenice@208, 1kinghenryiv@1387, 1kinghenryiv@1387, asyoulikeit@424, asyoulikeit@1870, asyoulikeit@1540, asyoulikeit@428, asyoulikeit@3462, asyoulikeit@106, asyoulikeit@1676, asyoulikeit@1549, asyoulikeit@3467, asyoulikeit@3467, asyoulikeit@3015, twogentlemenofverona@2823, twogentlemenofverona@2627, twogentlemenofverona@114, kinglear@2166, kinglear@2174, kinglear@1492, kinglear@888, kinglear@2688, kinglear@2654, kinglear@1132, kinglear@1234, 2kinghenryiv@649, 2kinghenryiv@4317, 2kinghenryiv@4126, 2kinghenryiv@1434, 2kinghenryiv@4831, periclesprinceoftyre@3528, periclesprinceoftyre@3684, periclesprinceoftyre@573, twelfthnight@655, twelfthnight@2056, twelfthnight@2054, twelfthnight@581, twelfthnight@1204, twelfthnight@640, twelfthnight@2048, twelfthnight@2593, twelfthnight@3072, tempest@3326, cymbeline@3494, cymbeline@5312, cymbeline@641, cymbeline@2648, muchadoaboutnothing@3729, muchadoaboutnothing@1594, muchadoaboutnothing@1735, muchadoaboutnothing@3741, muchadoaboutnothing@1318, muchadoaboutnothing@1920, muchadoaboutnothing@1321, muchadoaboutnothing@3726, muchadoaboutnothing@1545, muchadoaboutnothing@1538, muchadoaboutnothing@3131, muchadoaboutnothing@3392, muchadoaboutnothing@3392, muchadoaboutnothing@1508, 2kinghenryvi@338, 2kinghenryvi@2206, 2kinghenryvi@3747, various@365, various@54, troilusandcressida@796, troilusandcressida@1963, troilusandcressida@850, troilusandcressida@2621, troilusandcressida@5053, troilusandcressida@2113, troilusandcressida@2622, troilusandcressida@1498, measureforemeasure@2420, measureforemeasure@804, measureforemeasure@349, measureforemeasure@2009, measureforemeasure@4242, othello@232, othello@2942, othello@5182, othello@2873, othello@1308, othello@3792, othello@3520, othello@1288, merrywivesofwindsor@3688, merrywivesofwindsor@603, merrywivesofwindsor@3738, merrywivesofwindsor@1805, merrywivesofwindsor@1804, merrywivesofwindsor@3770, merrywivesofwindsor@1746
wiselier	tempest@1052
wisely	tempest@1028, asyoulikeit@1510, asyoulikeit@1939, asyoulikeit@423, asyoulikeit@1546, macbeth@2305, hamlet@1427, hamlet@3415, winterstale@3600, 1kinghenryiv@331, 1kinghenryiv@330, romeoandjuliet@3419, romeoandjuliet@1936, romeoandjuliet@1936, romeoandjuliet@450, juliuscaesar@2641, juliuscaesar@3521, juliuscaesar@2647, juliuscaesar@2648, merchantofvenice@839, timonofathens@2121, merrywivesofwindsor@562, twelfthnight@2055, twelfthnight@574, 2kinghenryiv@3931, othello@5383, measureforemeasure@397, muchadoaboutnothing@2514, cymbeline@1023, troilusandcressida@922, troilusandcressida@2617
wiseness	hamlet@5341
wiser	troilusandcressida@1096, asyoulikeit@1263, asyoulikeit@3018, asyoulikeit@495, allswellthatendswell@1611, allswellthatendswell@1770, allswellthatendswell@1226, comedyoferrors@2614, 1kinghenryvi@1480, cymbeline@741, merrywivesofwindsor@1786, kinghenryv@2891, timonofathens@2145, measureforemeasure@965, measureforemeasure@1584, various@395
wisest	hamlet@4561, hamlet@3896, hamlet@379, tempest@1680, 3kinghenryvi@2599, 3kinghenryvi@2051, midsummersnightsdream@624, kinghenryviii@1984, troilusandcressida@4137, winterstale@550, winterstale@4189, merchantofvenice@2112, othello@1877
wish	othello@743, othello@3838, othello@743, othello@3358, othello@1318, othello@1934, othello@1630, othello@2017, winterstale@1029, winterstale@2680, winterstale@4019, winterstale@1101, winterstale@2728, winterstale@361, 3kinghenryvi@2906, 3kinghenryvi@3065, 3kinghenryvi@961, 3kinghenryvi@2409, 3kinghenryvi@4516, various@265, loveslabourslost@1066, loveslabourslost@3514, loveslabourslost@3430, loveslabourslost@3720, loveslabourslost@2187, loveslabourslost@2214, loveslabourslost@1066, loveslabourslost@199, loveslabourslost@4185, loveslabourslost@2948, coriolanus@4492, coriolanus@716, coriolanus@1818, coriolanus@3216, coriolanus@759, coriolanus@1104, coriolanus@5301, coriolanus@5611, coriolanus@2606, coriolanus@1005, coriolanus@4771, coriolanus@4580, coriolanus@3510, coriolanus@2823, coriolanus@416, coriolanus@902, venusandadonis@22, venusandadonis@550, venusandadonis@22, kingjohn@512, kingjohn@416, kingjohn@3421, kingjohn@2580, kingjohn@1637, kingjohn@1638, sonnets@644, sonnets@967, sonnets@1897, sonnets@643, sonnets@2296, sonnets@279, tempest@3194, tempest@2694, tempest@1330, tempest@3094, tempest@1925, macbeth@3623, macbeth@1629, macbeth@3835, tamingoftheshrew@951, tamingoftheshrew@1708, tamingoftheshrew@947, tamingoftheshrew@825, tamingoftheshrew@654, tamingoftheshrew@2175, kingrichardii@3897, kingrichardii@154, kingrichardii@3745, kingrichardii@3945, kingrichardii@574, hamlet@2528, hamlet@4805, hamlet@2571, hamlet@2534, titusandronicus@2384, titusandronicus@2891, titusandronicus@663, titusandronicus@3400, titusandronicus@3456, rapeoflucrece@14, rapeoflucrece@1062, rapeoflucrece@310, troilusandcressida@1892, troilusandcressida@1712, troilusandcressida@2582, troilusandcressida@3990, kinghenryviii@2394, kinghenryviii@2543, kinghenryviii@2666, kinghenryviii@3851, kinghenryviii@2132, kinghenryviii@429, kinghenryviii@3771, kinghenryviii@2574, kinghenryviii@1627, kinghenryviii@2381, kinghenryviii@3696, kinghenryviii@1308, kinghenryviii@3539, kinghenryviii@701, allswellthatendswell@3744, allswellthatendswell@294, allswellthatendswell@1428, allswellthatendswell@468, allswellthatendswell@2749, allswellthatendswell@469, allswellthatendswell@1062, allswellthatendswell@511, antonyandcleopatra@3987, antonyandcleopatra@1547, antonyandcleopatra@5836, antonyandcleopatra@5804, antonyandcleopatra@810, antonyandcleopatra@299, antonyandcleopatra@2734, antonyandcleopatra@593, antonyandcleopatra@457, antonyandcleopatra@4262, loverscomplaint@363, midsummersnightsdream@2354, midsummersnightsdream@1000, midsummersnightsdream@1185, kingrichardiii@3750, kingrichardiii@4264, kingrichardiii@1096, kingrichardiii@852, kingrichardiii@3758, kingrichardiii@3201, kingrichardiii@1057, kingrichardiii@637, kingrichardiii@5025, kingrichardiii@3856, kingrichardiii@384, kingrichardiii@5027, juliuscaesar@333, juliuscaesar@1066, juliuscaesar@1784, juliuscaesar@1606, juliuscaesar@1996, juliuscaesar@2800, juliuscaesar@2596, juliuscaesar@1794, asyoulikeit@1298, asyoulikeit@2397, asyoulikeit@765, romeoandjuliet@1497, romeoandjuliet@3350, romeoandjuliet@3424, romeoandjuliet@1298, romeoandjuliet@734, romeoandjuliet@2700, 1kinghenryiv@3104, 1kinghenryiv@486, merchantofvenice@2173, merchantofvenice@3312, merchantofvenice@3877, merchantofvenice@2008, merchantofvenice@3129, merchantofvenice@1618, merchantofvenice@2172, merchantofvenice@2214, merchantofvenice@2214, merchantofvenice@2215, merchantofvenice@2567, merchantofvenice@2528, merchantofvenice@2527, merchantofvenice@2525, merrywivesofwindsor@769, merrywivesofwindsor@3868, merrywivesofwindsor@2313, 1kinghenryvi@2150, 1kinghenryvi@4009, 1kinghenryvi@1791, glossary@222, twogentlemenofverona@620, twogentlemenofverona@2714, twogentlemenofverona@2852, twogentlemenofverona@1263, twogentlemenofverona@622, twogentlemenofverona@617, twogentlemenofverona@1225, twogentlemenofverona@3528, cymbeline@462, cymbeline@4714, cymbeline@5294, cymbeline@2854, cymbeline@1771, cymbeline@3518, cymbeline@3360, cymbeline@4177, kinglear@99, kinglear@2315, periclesprinceoftyre@982, periclesprinceoftyre@103, periclesprinceoftyre@222, periclesprinceoftyre@2771, periclesprinceoftyre@3285, periclesprinceoftyre@3345, periclesprinceoftyre@3117, periclesprinceoftyre@1468, periclesprinceoftyre@3259, periclesprinceoftyre@3115, periclesprinceoftyre@1046, periclesprinceoftyre@1011, periclesprinceoftyre@3351, measureforemeasure@3305, measureforemeasure@2358, measureforemeasure@1896, measureforemeasure@1607, measureforemeasure@2641, measureforemeasure@3649, measureforemeasure@3651, timonofathens@1453, timonofathens@2978, timonofathens@2573, timonofathens@2260, timonofathens@739, timonofathens@3538, timonofathens@3307, timonofathens@2680, timonofathens@3374, twelfthnight@2181, 2kinghenryiv@3214, 2kinghenryiv@4300, 2kinghenryiv@3512, 2kinghenryiv@224, 2kinghenryiv@2827, 2kinghenryiv@3841, kinghenryv@3257, kinghenryv@217, kinghenryv@3251, kinghenryv@3205, kinghenryv@3202, kinghenryv@2800, kinghenryv@965, kinghenryv@2811, kinghenryv@2805, kinghenryv@4648, kinghenryv@3195, 2kinghenryvi@1881, 2kinghenryvi@2562, 2kinghenryvi@4334, 2kinghenryvi@4252, 2kinghenryvi@4078, 2kinghenryvi@3930, muchadoaboutnothing@2849, muchadoaboutnothing@3601, muchadoaboutnothing@1565, muchadoaboutnothing@2709, muchadoaboutnothing@1712, muchadoaboutnothing@935
wished	muchadoaboutnothing@3604, comedyoferrors@159, various@270, tamingoftheshrew@3760, troilusandcressida@2500, allswellthatendswell@640, 2kinghenryvi@2566, merrywivesofwindsor@178, 1kinghenryiv@709, 1kinghenryvi@2450, timonofathens@761, twelfthnight@1865, twelfthnight@2514
wisher	midsummersnightsdream@1000
wishes	twelfthnight@1782, winterstale@2242, hamlet@439, coriolanus@1754, titusandronicus@957, asyoulikeit@563, asyoulikeit@3592, asyoulikeit@3657, kinghenryviii@302, kinghenryviii@1825, kinghenryviii@1826, kinghenryviii@3776, antonyandcleopatra@303, antonyandcleopatra@3596, antonyandcleopatra@4668, antonyandcleopatra@298, timonofathens@937, allswellthatendswell@140, allswellthatendswell@300, allswellthatendswell@1424, allswellthatendswell@164, cymbeline@2809, cymbeline@2283, merchantofvenice@2210, 1kinghenryvi@3915, measureforemeasure@1686, kinglear@3739, periclesprinceoftyre@102, periclesprinceoftyre@3689, kinghenryv@4248, kinghenryv@1606, kinghenryv@3190
wishest	macbeth@628, 2kinghenryvi@2306
wisheth	1kinghenryiv@2233
wishful	3kinghenryvi@2038
wishing	kinghenryviii@734, winterstale@582, muchadoaboutnothing@2980, allswellthatendswell@298, measureforemeasure@582, measureforemeasure@742
wisp	3kinghenryvi@1491
wist	1kinghenryvi@2887
wistfully	glossary@2375
wistly	venusandadonis@428, kingrichardii@3690, various@108, rapeoflucrece@1621
wit	rapeoflucrece@245, rapeoflucrece@2141, rapeoflucrece@2153, rapeoflucrece@1557, rapeoflucrece@1173, glossary@2337, glossary@2276, kinghenryv@2358, kinghenryv@369, kinghenryv@643, twelfthnight@1940, twelfthnight@216, twelfthnight@582, twelfthnight@363, twelfthnight@361, twelfthnight@2056, twelfthnight@2049, twelfthnight@3734, twelfthnight@1345, twelfthnight@2161, twelfthnight@2190, twelfthnight@1276, twelfthnight@1977, twelfthnight@394, othello@2995, othello@3596, othello@246, othello@3705, othello@2099, othello@2103, othello@4163, othello@1293, othello@2104, othello@3061, othello@1288, othello@4258, romeoandjuliet@1867, romeoandjuliet@4065, romeoandjuliet@1872, romeoandjuliet@3197, romeoandjuliet@881, romeoandjuliet@4063, romeoandjuliet@4066, romeoandjuliet@2950, romeoandjuliet@710, romeoandjuliet@2958, romeoandjuliet@2953, romeoandjuliet@436, midsummersnightsdream@1348, midsummersnightsdream@2399, midsummersnightsdream@2443, midsummersnightsdream@1330, loveslabourslost@3396, loveslabourslost@2287, loveslabourslost@898, loveslabourslost@899, loveslabourslost@1646, loveslabourslost@909, loveslabourslost@2907, loveslabourslost@4224, loveslabourslost@666, loveslabourslost@3639, loveslabourslost@2045, loveslabourslost@2721, loveslabourslost@988, loveslabourslost@3512, loveslabourslost@656, loveslabourslost@654, loveslabourslost@2967, loveslabourslost@796, loveslabourslost@2969, loveslabourslost@2975, loveslabourslost@2977, loveslabourslost@2230, loveslabourslost@805, loveslabourslost@2735, loveslabourslost@2719, loveslabourslost@3473, loveslabourslost@3553, loveslabourslost@1879, loveslabourslost@1811, loveslabourslost@1804, loveslabourslost@4217, loveslabourslost@845, loveslabourslost@2081, loveslabourslost@884, loveslabourslost@3394, loveslabourslost@3313, loveslabourslost@2718, comedyoferrors@550, comedyoferrors@737, comedyoferrors@830, comedyoferrors@653, comedyoferrors@829, comedyoferrors@740, comedyoferrors@732, comedyoferrors@735, measureforemeasure@4072, measureforemeasure@1371, measureforemeasure@1101, measureforemeasure@2722, kinghenryviii@1982, kinghenryviii@2478, kinghenryviii@2344, kinghenryviii@4476, sonnets@446, sonnets@447, sonnets@1440, sonnets@2385, sonnets@635, sonnets@405, kingjohn@1966, winterstale@3698, winterstale@1250, tempest@2820, tempest@1037, kingrichardii@995, venusandadonis@1205, venusandadonis@834, venusandadonis@579, asyoulikeit@1265, asyoulikeit@2914, asyoulikeit@427, asyoulikeit@2155, asyoulikeit@449, asyoulikeit@2385, asyoulikeit@3494, asyoulikeit@371, asyoulikeit@1874, asyoulikeit@3029, asyoulikeit@3019, asyoulikeit@3029, asyoulikeit@3023, asyoulikeit@383, asyoulikeit@3027, asyoulikeit@3464, asyoulikeit@1821, asyoulikeit@3949, asyoulikeit@3017, asyoulikeit@376, loverscomplaint@251, titusandronicus@824, titusandronicus@805, titusandronicus@824, titusandronicus@952, titusandronicus@1052, coriolanus@2177, coriolanus@3022, coriolanus@2180, troilusandcressida@185, troilusandcressida@595, troilusandcressida@1396, troilusandcressida@2615, troilusandcressida@3654, troilusandcressida@2924, troilusandcressida@434, troilusandcressida@1382, troilusandcressida@1326, troilusandcressida@3035, troilusandcressida@1365, troilusandcressida@698, troilusandcressida@1762, troilusandcressida@1424, troilusandcressida@1280, troilusandcressida@1445, troilusandcressida@4288, troilusandcressida@856, troilusandcressida@1370, troilusandcressida@4289, troilusandcressida@1417, hamlet@1479, hamlet@3235, hamlet@5003, hamlet@1177, hamlet@1178, hamlet@1916, hamlet@1743, tamingoftheshrew@1674, tamingoftheshrew@393, tamingoftheshrew@1347, juliuscaesar@638, juliuscaesar@2522, kingrichardiii@2465, kingrichardiii@2545, kingrichardiii@2409, kingrichardiii@2464, 1kinghenryvi@472, 1kinghenryvi@2429, 3kinghenryvi@2225, 3kinghenryvi@2327, 3kinghenryvi@3653, 3kinghenryvi@4494, timonofathens@1317, timonofathens@514, merrywivesofwindsor@4285, merrywivesofwindsor@690, merrywivesofwindsor@3741, merrywivesofwindsor@3823, 2kinghenryvi@183, 2kinghenryvi@2207, twogentlemenofverona@1167, twogentlemenofverona@103, twogentlemenofverona@2226, twogentlemenofverona@2228, twogentlemenofverona@2896, twogentlemenofverona@1557, twogentlemenofverona@104, twogentlemenofverona@2084, twogentlemenofverona@237, twogentlemenofverona@2231, twogentlemenofverona@1588, twogentlemenofverona@151, twogentlemenofverona@122, twogentlemenofverona@1558, twogentlemenofverona@2219, twogentlemenofverona@2230, twogentlemenofverona@1171, periclesprinceoftyre@100, periclesprinceoftyre@2810, allswellthatendswell@434, muchadoaboutnothing@1540, muchadoaboutnothing@828, muchadoaboutnothing@1769, muchadoaboutnothing@1753, muchadoaboutnothing@3384, muchadoaboutnothing@840, muchadoaboutnothing@2374, muchadoaboutnothing@1595, muchadoaboutnothing@3389, muchadoaboutnothing@525, muchadoaboutnothing@1598, muchadoaboutnothing@3390, muchadoaboutnothing@3708, muchadoaboutnothing@3341, muchadoaboutnothing@1177, muchadoaboutnothing@4023, muchadoaboutnothing@152, muchadoaboutnothing@3654, muchadoaboutnothing@1724, muchadoaboutnothing@3386, muchadoaboutnothing@857, muchadoaboutnothing@3337, muchadoaboutnothing@3439, muchadoaboutnothing@2476, muchadoaboutnothing@3387, muchadoaboutnothing@146, muchadoaboutnothing@3353, muchadoaboutnothing@3344, muchadoaboutnothing@2516, muchadoaboutnothing@3649, cymbeline@454, cymbeline@1298, merchantofvenice@2899, merchantofvenice@82, merchantofvenice@2654, merchantofvenice@772, merchantofvenice@2660, merchantofvenice@1762, merchantofvenice@2670, merchantofvenice@1779, merchantofvenice@2915, merchantofvenice@1788, macbeth@2715, macbeth@2716, 2kinghenryiv@719, 2kinghenryiv@803, 2kinghenryiv@1947, 2kinghenryiv@492, 2kinghenryiv@747, 2kinghenryiv@1945, 2kinghenryiv@1947, 2kinghenryiv@3451, 2kinghenryiv@3434, 2kinghenryiv@705, kinglear@2123, kinglear@792, kinglear@1131, kinglear@1124, kinglear@1441, kinglear@1159, kinglear@2733
witch	kinglear@2996, glossary@274, kinghenryv@2574, comedyoferrors@1946, comedyoferrors@1414, comedyoferrors@2278, 1kinghenryiv@3266, winterstale@1402, tempest@601, tempest@3286, tempest@590, hamlet@339, troilusandcressida@3285, troilusandcressida@1320, 2kinghenryvi@2572, 2kinghenryvi@592, 2kinghenryvi@2569, 2kinghenryvi@104, 2kinghenryvi@1605, 2kinghenryvi@571, 1kinghenryvi@931, 1kinghenryvi@959, 1kinghenryvi@2237, kingrichardiii@3046, kingrichardiii@991, antonyandcleopatra@301, antonyandcleopatra@4020, antonyandcleopatra@4703, merrywivesofwindsor@3270, merrywivesofwindsor@3380, merrywivesofwindsor@3822, merrywivesofwindsor@3386, merrywivesofwindsor@3826, merrywivesofwindsor@3412, merrywivesofwindsor@3414, merrywivesofwindsor@3401, merrywivesofwindsor@3254, 3kinghenryvi@2419, timonofathens@3655, macbeth@261, muchadoaboutnothing@914, cymbeline@1204
